MODEL=facebook/opt-125m, TASK=RTE, MODE=entropy_gradweight_masking_0.999-1e-5-28, LR=1e-05, SEED=28, ACC= 0.6101083032490975
MODEL=facebook/opt-125m, TASK=RTE, MODE=entropy_gradweight_masking_0.999-5e-4-28, LR=0.0005, SEED=28, ACC= 0.592057761732852
MODEL=facebook/opt-125m, TASK=RTE, MODE=entropy_gradweight_masking_0.999-1e-4-28, LR=0.0001, SEED=28, ACC= 0.6462093862815884
MODEL=facebook/opt-125m, TASK=RTE, MODE=entropy_gradweight_masking_0.999-1e-5-210, LR=1e-05, SEED=210, ACC= 0.6498194945848376
MODEL=facebook/opt-125m, TASK=RTE, MODE=entropy_gradweight_masking_0.999-5e-4-210, LR=0.0005, SEED=210, ACC= 0.6245487364620939
MODEL=facebook/opt-125m, TASK=RTE, MODE=entropy_gradweight_masking_0.999-1e-4-210, LR=0.0001, SEED=210, ACC= 0.6425992779783394
MODEL=facebook/opt-125m, TASK=RTE, MODE=entropy_gradweight_masking_0.999-1e-5-8274, LR=1e-05, SEED=8274, ACC= 0.6389891696750902
MODEL=facebook/opt-125m, TASK=RTE, MODE=entropy_gradweight_masking_0.999-5e-4-8274, LR=0.0005, SEED=8274, ACC= 0.5956678700361011
MODEL=facebook/opt-125m, TASK=RTE, MODE=entropy_gradweight_masking_0.999-1e-4-8274, LR=0.0001, SEED=8274, ACC= 0.6173285198555957
MODEL=facebook/opt-125m, TASK=RTE, MODE=entropy_gradweight_masking_0.999-1e-5-10283, LR=1e-05, SEED=10283, ACC= 0.5884476534296029
MODEL=facebook/opt-125m, TASK=RTE, MODE=entropy_gradweight_masking_0.999-5e-4-10283, LR=0.0005, SEED=10283, ACC= 0.4693140794223827
MODEL=facebook/opt-125m, TASK=RTE, MODE=entropy_gradweight_masking_0.999-1e-4-10283, LR=0.0001, SEED=10283, ACC= 0.6750902527075813
MODEL=facebook/opt-125m, TASK=RTE, MODE=lora-1e-4-28, LR=0.0001, SEED=28, ACC= 0.5487364620938628
MODEL=facebook/opt-125m, TASK=RTE, MODE=lora-1e-4-210, LR=0.0001, SEED=210, ACC= 0.5884476534296029
MODEL=facebook/opt-125m, TASK=RTE, MODE=lora-1e-4-8274, LR=0.0001, SEED=8274, ACC= 0.5776173285198556
MODEL=facebook/opt-125m, TASK=RTE, MODE=lora-1e-4-10283, LR=0.0001, SEED=10283, ACC= 0.628158844765343
MODEL=facebook/opt-125m, TASK=RTE, MODE=bitfit-1e-4-28, LR=0.0001, SEED=28, ACC= 0.6209386281588448
MODEL=facebook/opt-125m, TASK=RTE, MODE=bitfit-1e-4-210, LR=0.0001, SEED=210, ACC= 0.6173285198555957
MODEL=facebook/opt-125m, TASK=RTE, MODE=bitfit-1e-4-8274, LR=0.0001, SEED=8274, ACC= 0.6064981949458483
MODEL=facebook/opt-125m, TASK=RTE, MODE=bitfit-1e-4-10283, LR=0.0001, SEED=10283, ACC= 0.6462093862815884
MODEL=facebook/opt-125m, TASK=RTE, MODE=adapter-1e-4-28, LR=0.0001, SEED=28, ACC= 0.5848375451263538
MODEL=facebook/opt-125m, TASK=RTE, MODE=adapter-1e-4-210, LR=0.0001, SEED=210, ACC= 0.6245487364620939
MODEL=facebook/opt-125m, TASK=RTE, MODE=adapter-1e-4-8274, LR=0.0001, SEED=8274, ACC= 0.6245487364620939
MODEL=facebook/opt-125m, TASK=RTE, MODE=adapter-1e-4-10283, LR=0.0001, SEED=10283, ACC= 0.628158844765343
MODEL=facebook/opt-125m, TASK=RTE, MODE=gradient_masking_0.999-1e-5-28, LR=1e-05, SEED=28, ACC= 0.5054151624548736
MODEL=facebook/opt-125m, TASK=RTE, MODE=gradient_masking_0.999-1e-4-28, LR=0.0001, SEED=28, ACC= 0.5270758122743683
MODEL=facebook/opt-125m, TASK=RTE, MODE=gradient_masking_0.999-1e-5-210, LR=1e-05, SEED=210, ACC= 0.5270758122743683
MODEL=facebook/opt-125m, TASK=RTE, MODE=gradient_masking_0.999-1e-4-210, LR=0.0001, SEED=210, ACC= 0.5270758122743683
MODEL=facebook/opt-125m, TASK=RTE, MODE=gradient_masking_0.999-1e-5-8274, LR=1e-05, SEED=8274, ACC= 0.5415162454873647
MODEL=facebook/opt-125m, TASK=RTE, MODE=gradient_masking_0.999-1e-4-8274, LR=0.0001, SEED=8274, ACC= 0.4729241877256318
MODEL=facebook/opt-125m, TASK=RTE, MODE=gradient_masking_0.999-1e-5-10283, LR=1e-05, SEED=10283, ACC= 0.4981949458483754
MODEL=facebook/opt-125m, TASK=RTE, MODE=gradient_masking_0.999-1e-4-10283, LR=0.0001, SEED=10283, ACC= 0.49097472924187724
MODEL=facebook/opt-125m, TASK=RTE, MODE=random_masking_0.999-1e-3-28, LR=0.001, SEED=28, ACC= 0.6173285198555957
MODEL=facebook/opt-125m, TASK=RTE, MODE=random_masking_0.999-1e-2-28, LR=0.01, SEED=28, ACC= 0.5270758122743683
MODEL=facebook/opt-125m, TASK=RTE, MODE=random_masking_0.999-1e-3-210, LR=0.001, SEED=210, ACC= 0.6209386281588448
MODEL=facebook/opt-125m, TASK=RTE, MODE=random_masking_0.999-1e-2-210, LR=0.01, SEED=210, ACC= 0.5415162454873647
MODEL=facebook/opt-125m, TASK=RTE, MODE=random_masking_0.999-1e-3-8274, LR=0.001, SEED=8274, ACC= 0.6642599277978339
MODEL=facebook/opt-125m, TASK=RTE, MODE=random_masking_0.999-1e-2-8274, LR=0.01, SEED=8274, ACC= 0.6173285198555957
MODEL=facebook/opt-125m, TASK=RTE, MODE=random_masking_0.999-1e-3-10283, LR=0.001, SEED=10283, ACC= 0.6353790613718412
MODEL=facebook/opt-125m, TASK=RTE, MODE=random_masking_0.999-1e-2-10283, LR=0.01, SEED=10283, ACC= 0.5703971119133574
MODEL=facebook/opt-125m, TASK=RTE, MODE=fft-1e-4-28, LR=0.0001, SEED=28, ACC= 0.4729241877256318
MODEL=facebook/opt-125m, TASK=RTE, MODE=fft-1e-5-28, LR=1e-05, SEED=28, ACC= 0.592057761732852
MODEL=facebook/opt-125m, TASK=RTE, MODE=fft-1e-4-210, LR=0.0001, SEED=210, ACC= 0.5054151624548736
MODEL=facebook/opt-125m, TASK=RTE, MODE=fft-1e-5-210, LR=1e-05, SEED=210, ACC= 0.5631768953068592
<seed 8274 10283 fft, 1e-6으로 돌리기>



<SST2>
MODEL=facebook/opt-125m, TASK=SST2, MODE=fft-1e-6-28, LR=1e-06, SEED=28, ACC= 0.8543577981651376
MODEL=facebook/opt-125m, TASK=SST2, MODE=fft-1e-5-28, LR=1e-05, SEED=28, ACC= 0.8761467889908257
MODEL=facebook/opt-125m, TASK=SST2, MODE=fft-1e-6-210, LR=1e-06, SEED=210, ACC= 0.856651376146789
MODEL=facebook/opt-125m, TASK=SST2, MODE=fft-1e-5-210, LR=1e-05, SEED=210, ACC= 0.856651376146789
MODEL=facebook/opt-125m, TASK=SST2, MODE=fft-1e-6-8274, LR=1e-06, SEED=8274, ACC= 0.8555045871559633
MODEL=facebook/opt-125m, TASK=SST2, MODE=fft-1e-5-8274, LR=1e-05, SEED=8274, ACC= 0.8348623853211009
MODEL=facebook/opt-125m, TASK=SST2, MODE=fft-1e-6-10283, LR=1e-06, SEED=10283, ACC= 0.8612385321100917
MODEL=facebook/opt-125m, TASK=SST2, MODE=fft-1e-5-10283, LR=1e-05, SEED=10283, ACC= 0.8669724770642202
MODEL=facebook/opt-125m, TASK=SST2, MODE=entropy_gradweight_masking_0.999-5e-5-28, LR=5e-05, SEED=28, ACC= 0.856651376146789
MODEL=facebook/opt-125m, TASK=SST2, MODE=entropy_gradweight_masking_0.999-1e-5-28, LR=1e-05, SEED=28, ACC= 0.8635321100917431
MODEL=facebook/opt-125m, TASK=SST2, MODE=entropy_gradweight_masking_0.999-5e-4-28, LR=0.0005, SEED=28, ACC= 0.838302752293578
MODEL=facebook/opt-125m, TASK=SST2, MODE=entropy_gradweight_masking_0.999-1e-4-28, LR=0.0001, SEED=28, ACC= 0.8612385321100917
MODEL=facebook/opt-125m, TASK=SST2, MODE=entropy_gradweight_masking_0.999-5e-3-28, LR=0.005, SEED=28, ACC= 0.7052752293577982
MODEL=facebook/opt-125m, TASK=SST2, MODE=entropy_gradweight_masking_0.999-5e-5-210, LR=5e-05, SEED=210, ACC= 0.8486238532110092
MODEL=facebook/opt-125m, TASK=SST2, MODE=entropy_gradweight_masking_0.999-1e-5-210, LR=1e-05, SEED=210, ACC= 0.8669724770642202
MODEL=facebook/opt-125m, TASK=SST2, MODE=entropy_gradweight_masking_0.999-5e-4-210, LR=0.0005, SEED=210, ACC= 0.8704128440366973
MODEL=facebook/opt-125m, TASK=SST2, MODE=entropy_gradweight_masking_0.999-1e-4-210, LR=0.0001, SEED=210, ACC= 0.8681192660550459
MODEL=facebook/opt-125m, TASK=SST2, MODE=entropy_gradweight_masking_0.999-5e-3-210, LR=0.005, SEED=210, ACC= 0.7339449541284404
MODEL=facebook/opt-125m, TASK=SST2, MODE=entropy_gradweight_masking_0.999-5e-5-8274, LR=5e-05, SEED=8274, ACC= 0.8486238532110092
MODEL=facebook/opt-125m, TASK=SST2, MODE=entropy_gradweight_masking_0.999-1e-5-8274, LR=1e-05, SEED=8274, ACC= 0.8428899082568807
MODEL=facebook/opt-125m, TASK=SST2, MODE=entropy_gradweight_masking_0.999-5e-4-8274, LR=0.0005, SEED=8274, ACC= 0.8635321100917431
MODEL=facebook/opt-125m, TASK=SST2, MODE=entropy_gradweight_masking_0.999-1e-4-8274, LR=0.0001, SEED=8274, ACC= 0.8337155963302753
MODEL=facebook/opt-125m, TASK=SST2, MODE=entropy_gradweight_masking_0.999-5e-3-8274, LR=0.005, SEED=8274, ACC= 0.6548165137614679
MODEL=facebook/opt-125m, TASK=SST2, MODE=entropy_gradweight_masking_0.999-5e-5-10283, LR=5e-05, SEED=10283, ACC= 0.875
MODEL=facebook/opt-125m, TASK=SST2, MODE=entropy_gradweight_masking_0.999-1e-5-10283, LR=1e-05, SEED=10283, ACC= 0.8543577981651376
MODEL=facebook/opt-125m, TASK=SST2, MODE=entropy_gradweight_masking_0.999-5e-4-10283, LR=0.0005, SEED=10283, ACC= 0.8623853211009175
MODEL=facebook/opt-125m, TASK=SST2, MODE=entropy_gradweight_masking_0.999-1e-4-10283, LR=0.0001, SEED=10283, ACC= 0.8486238532110092
MODEL=facebook/opt-125m, TASK=SST2, MODE=entropy_gradweight_masking_0.999-5e-3-10283, LR=0.005, SEED=10283, ACC= 0.7029816513761468
MODEL=facebook/opt-125m, TASK=SST2, MODE=lora-1e-4-28, LR=0.0001, SEED=28, ACC= 0.8635321100917431
MODEL=facebook/opt-125m, TASK=SST2, MODE=lora-1e-4-210, LR=0.0001, SEED=210, ACC= 0.8497706422018348
MODEL=facebook/opt-125m, TASK=SST2, MODE=lora-1e-4-8274, LR=0.0001, SEED=8274, ACC= 0.8669724770642202
MODEL=facebook/opt-125m, TASK=SST2, MODE=lora-1e-4-10283, LR=0.0001, SEED=10283, ACC= 0.8692660550458715
MODEL=facebook/opt-125m, TASK=SST2, MODE=bitfit-1e-4-28, LR=0.0001, SEED=28, ACC= 0.8497706422018348
MODEL=facebook/opt-125m, TASK=SST2, MODE=bitfit-1e-4-210, LR=0.0001, SEED=210, ACC= 0.8497706422018348
MODEL=facebook/opt-125m, TASK=SST2, MODE=bitfit-1e-4-8274, LR=0.0001, SEED=8274, ACC= 0.8486238532110092
MODEL=facebook/opt-125m, TASK=SST2, MODE=bitfit-1e-4-10283, LR=0.0001, SEED=10283, ACC= 0.8463302752293578
MODEL=facebook/opt-125m, TASK=SST2, MODE=adapter-1e-4-28, LR=0.0001, SEED=28, ACC= 0.8497706422018348
MODEL=facebook/opt-125m, TASK=SST2, MODE=adapter-1e-4-210, LR=0.0001, SEED=210, ACC= 0.8646788990825688
